Directory,Photo,Suffix,Year,Month,Day,Left,Right,Top,Bottom,Width,Height
Books/BobRita60,BobRita60_P20,.png,0,0,0,52834,57231,14283,19954,805,624
Books/BobRita60,BobRita60_P26,.png,0,0,0,22925,24869,43017,45566,809,617
Books/Caribbean2020,Caribbean2020_Front,.png,2020,3,0,41871,44988,23090,27306,925,684
Books/Caribbean2020,Caribbean2020_P04,.png,2020,3,0,29199,32154,42933,46810,909,693
Books/Caribbean2020,Caribbean2020_P04,.png,2020,3,0,51115,54648,45581,50215,909,693
Books/Caribbean2020,Caribbean2020_P04,.png,2020,3,0,6777,13265,38677,47188,909,693
Books/Caribbean2020,Caribbean2020_P07,.png,2020,3,0,19184,20942,42640,44929,895,687
Books/Caribbean2020,Caribbean2020_P08,.png,2020,3,0,37218,39408,50705,53576,898,685
Books/Caribbean2020,Caribbean2020_P12,.png,2020,3,0,11268,14901,42923,47618,884,684
Books/Caribbean2020,Caribbean2020_P13,.png,2020,3,0,45852,49390,7852,12506,889,676
Books/Caribbean2020,Caribbean2020_P13,.png,2020,3,0,25485,28133,50130,53611,889,676
Books/DaisyAndSteve,DaisyAndSteve_P07,.png,0,0,0,21916,25402,35917,40524,921,697
Books/DaisyAndSteve,DaisyAndSteve_P09,.png,0,0,0,4874,9682,20104,27936,918,695
Books/DaisyAndSteve,DaisyAndSteve_P10,.png,0,0,0,15616,19610,21625,26890,919,697
Books/DaisyAndSteve,DaisyAndSteve_P22,.png,0,0,0,18125,21963,19275,24352,922,697
Books/DaisyAndSteve,DaisyAndSteve_P31,.png,0,0,0,53069,57485,12370,18225,920,694
Books/DaisyAndSteve,DaisyAndSteve_P31,.png,0,0,0,5912,9687,16997,22002,920,694
Books/Egypt2009,Egypt2009_Front,.png,2009,2,0,28947,30209,31174,32724,935,761
Books/Egypt2009,Egypt2009_P05,.png,2009,2,0,46872,53021,40992,48389,800,665
Books/Egypt2009,Egypt2009_P06,.png,2009,2,0,45603,49212,51091,55414,799,667
Books/Egypt2009,Egypt2009_P07,.png,2009,2,0,27047,29744,19670,22932,802,663
Books/Egypt2009,Egypt2009_P08,.png,2009,2,0,36821,38311,4890,6651,792,670
Books/Egypt2009,Egypt2009_P09,.png,2009,2,0,56758,58809,16631,19106,799,662
Books/Egypt2009,Egypt2009_P09,.png,2009,2,0,7955,9104,14651,16037,799,662
Books/Egypt2009,Egypt2009_P09,.png,2009,2,0,29199,31332,19106,21679,799,662
Books/Egypt2009,Egypt2009_P11,.png,2009,2,0,52239,56719,35580,40948,907,757
Books/Egypt2009,Egypt2009_P11,.png,2009,2,0,32081,34682,44324,47441,907,757
Books/Egypt2009,Egypt2009_P12,.png,2009,2,0,55616,56820,13642,15110,925,759
Books/Egypt2009,Egypt2009_P16,.png,2009,2,0,49928,52385,13742,16662,907,763
Books/Egypt2009,Egypt2009_P18,.png,2009,2,0,48953,50317,4133,5770,913,761
Books/Egypt2009,Egypt2009_P20,.png,2009,2,0,2839,4686,32201,34464,923,753
Books/Egypt2009,Egypt2009_P21,.png,2009,2,0,49638,51300,6353,8790,909,755
Books/Egypt2009,Egypt2009_P22,.png,2009,2,0,50627,53653,39251,42210,909,771
Books/Egypt2009,Egypt2009_P23,.png,2009,2,0,55967,57910,40054,42354,911,769
Books/Egypt2009,Egypt2009_P24,.png,2009,2,0,12404,14913,19407,22541,929,765
Books/Egypt2009,Egypt2009_P25,.png,2009,2,0,42248,44627,42977,45797,909,767
Books/Egypt2009,Egypt2009_P25,.png,2009,2,0,27612,30712,10509,14183,909,767
Books/Egypt2009,Egypt2009_P26,.png,2009,2,0,46490,48445,45082,48302,923,757
Books/Egypt2009,Egypt2009_P26,.png,2009,2,0,33744,37727,46648,50652,923,757
Books/Egypt2009,Egypt2009_P26,.png,2009,2,0,5937,10137,42993,50913,923,757
Books/Egypt2009,Egypt2009_P28,.png,2009,2,0,51855,53430,13347,15242,915,761
Books/Egypt2009,Egypt2009_P29,.png,2009,2,0,45796,47571,42358,44528,923,755
Books/Egypt2009,Egypt2009_ZBack,.png,2009,2,0,39023,41778,39860,44125,886,758
Books/Family2011,Family2011_P18,.png,0,0,0,11907,13792,49351,51549,765,656
Books/Family2011,Family2011_P23,.png,0,0,0,52410,54298,41458,43656,764,656
Books/Family2011,Family2011_P23,.png,0,0,0,53783,55670,7392,9590,764,656
Books/Family2011,Family2011_P25,.png,0,0,0,33362,35671,14795,18537,764,654
Books/GiselaJohnson,GiselaJohnson_P33,.png,0,0,0,6965,10036,40012,43028,875,891
Books/GiselaJohnson,GiselaJohnson_P33,.png,0,0,0,33703,35950,8752,10959,875,891
Books/JeanneOHara,JeanneOHara_Front,.png,0,0,0,28922,43494,27105,41644,895,897
Books/JeanneOHara,JeanneOHara_P01,.png,0,0,0,11785,22137,36868,46302,823,903
Books/JeanneOHara,JeanneOHara_P01,.png,0,0,0,45388,48653,28231,31207,823,903
Books/JeanneOHara,JeanneOHara_P06,.png,0,0,0,16061,17728,24806,26436,865,885
Books/JeanneOHara,JeanneOHara_P08,.png,0,0,0,8257,13287,23525,28420,873,897
Books/JeanneOHara,JeanneOHara_P08,.png,0,0,0,49245,51872,27762,30319,873,897
Books/JeanneOHara,JeanneOHara_P08,.png,0,0,0,18391,20868,6283,8694,873,897
Books/JeanneOHara,JeanneOHara_P08,.png,0,0,0,25823,28376,26447,28931,873,897
Books/JeanneOHara,JeanneOHara_P08,.png,0,0,0,47331,49057,5077,7160,873,897
Books/JeanneOHara,JeanneOHara_P09,.png,0,0,0,55873,60067,35672,39791,875,891
Books/JeanneOHara,JeanneOHara_P09,.png,0,0,0,11759,13182,36335,37732,875,891
Books/JeanneOHara,JeanneOHara_P09,.png,0,0,0,1507,5941,54221,60313,875,891
Books/JeanneOHara,JeanneOHara_P12,.png,0,0,0,12676,17286,44473,48876,853,893
Books/JeanneOHara,JeanneOHara_P13,.png,0,0,0,48644,51571,6998,9841,873,899
Books/JeanneOHara,JeanneOHara_P13,.png,0,0,0,6456,9909,6123,9476,873,899
Books/JeanneOHara,JeanneOHara_P14,.png,0,0,0,11705,18415,40117,46635,879,905
Books/JeanneOHara,JeanneOHara_P14,.png,0,0,0,46373,52860,35338,41637,879,905
Books/JeanneOHara,JeanneOHara_P14,.png,0,0,0,31377,37563,3133,10269,879,905
Books/JeanneOHara,JeanneOHara_P15,.png,0,0,0,47634,49432,4832,6590,875,895
Books/JeanneOHara,JeanneOHara_P15,.png,0,0,0,40519,42316,46204,47961,875,895
Books/JeanneOHara,JeanneOHara_P16,.png,0,0,0,46220,48284,22593,24620,889,905
Books/JeanneOHara,JeanneOHara_P21,.png,0,0,0,26093,27827,8256,9936,869,897
Books/JeanneOHara,JeanneOHara_P22,.png,0,0,0,16178,18862,6560,9184,879,899
Books/JeanneOHara,JeanneOHara_P22,.png,0,0,0,30120,36383,48841,54964,879,899
Books/JeanneOHara,JeanneOHara_P22,.png,0,0,0,8201,10885,46800,49424,879,899
Books/JeanneOHara,JeanneOHara_P22,.png,0,0,0,53978,55619,29086,30689,879,899
Books/JeanneOHara,JeanneOHara_P22,.png,0,0,0,50623,54277,9038,12611,879,899
Books/JeanneOHara,JeanneOHara_P23,.png,0,0,0,37372,41406,11055,14884,861,907
Books/JeanneOHara,JeanneOHara_P23,.png,0,0,0,22910,26868,50506,54263,861,907
Books/JeanneOHara,JeanneOHara_P23,.png,0,0,0,45973,47800,46965,48699,861,907
Books/JeanneOHara,JeanneOHara_P23,.png,0,0,0,34099,35849,23049,24711,861,907
Books/JeanneOHara,JeanneOHara_P23,.png,0,0,0,6165,8220,34393,36344,861,907
Books/JeanneOHara,JeanneOHara_P24,.png,0,0,0,32007,34152,32376,34812,877,901
Books/JeanneOHara,JeanneOHara_P25,.png,0,0,0,54873,57706,43472,46230,879,903
Books/JeanneOHara,JeanneOHara_P26,.png,0,0,0,18980,21521,45939,48407,877,903
Books/JeanneOHara,JeanneOHara_P26,.png,0,0,0,52356,56749,45778,51261,877,903
Books/JeanneOHara,JeanneOHara_P26,.png,0,0,0,27125,30077,9616,12881,877,903
Books/JeanneOHara,JeanneOHara_ZBack,.png,0,0,0,34427,39830,11862,16987,849,895
Books/LanceShelby,LanceShelby_P11,.png,0,0,0,32036,38106,35886,43850,909,686
Books/LanceShelby,LanceShelby_P13,.png,0,0,0,41363,44456,26290,30385,911,688
Books/LanceShelby,LanceShelby_P23,.png,0,0,0,8304,11521,12257,16407,903,687
Books/LanceShelby,LanceShelby_P26,.png,0,0,0,9965,12077,12880,15666,909,689
Books/LanceShelby,LanceShelby_P27,.png,0,0,0,7919,10625,37598,44125,907,688
Books/LanceShelby,LanceShelby_P35,.png,0,0,0,29272,33845,39860,46214,908,682
Books/LanceShelby,LanceShelby_P37,.png,0,0,0,31719,33670,10367,12935,907,689
Books/LanceShelby,LanceShelby_P50,.png,0,0,0,29158,30818,6345,8523,908,687
Books/MaryHarryOHara,MaryHarryOHara_P22,.png,0,0,0,53796,58189,32625,38410,910,691
Books/MaryHarryOHara,MaryHarryOHara_P22,.png,0,0,0,51203,55092,7492,12613,910,691
Books/MaryHarryOHara,MaryHarryOHara_P22,.png,0,0,0,31512,33890,45430,49086,910,691
Books/MaryHarryOHara,MaryHarryOHara_P23,.png,0,0,0,11354,14209,6092,9921,904,690
Books/Paris2022,Paris2022_Front,.png,2022,4,0,30655,33087,38545,41434,2850,2400
Books/Paris2022,Paris2022_P01,.png,2022,4,0,46911,48318,27445,29117,2850,2400
Books/Paris2022,Paris2022_P02,.png,2022,4,0,41151,44671,17105,21287,2850,2400
Books/Paris2022,Paris2022_P03,.png,2022,4,0,41407,42751,42042,43639,2850,2400
Books/Paris2022,Paris2022_P03,.png,2022,4,0,14015,15552,20147,21971,2850,2400
Books/Paris2022,Paris2022_P04,.png,2022,4,0,14414,16677,49921,52905,2850,2400
Books/Paris2022,Paris2022_P05,.png,2022,4,0,44668,48774,28839,34707,2850,2400
Books/Paris2022,Paris2022_P06,.png,2022,4,0,11519,13695,24100,26685,2850,2400
Books/Paris2022,Paris2022_P07,.png,2022,4,0,18047,19839,17790,19918,2850,2400
Books/Paris2022,Paris2022_P08,.png,2022,4,0,19711,20863,43791,45159,2850,2400
Books/Paris2022,Paris2022_P09,.png,2022,4,0,47486,50367,24860,28281,2850,2400
Books/Paris2022,Paris2022_P11,.png,2022,4,0,16447,18623,25544,28129,2850,2400
Books/Paris2022,Paris2022_P12,.png,2022,4,0,19275,21705,22176,25358,2850,2400
Books/Paris2022,Paris2022_P13,.png,2022,4,0,46783,49791,23796,27369,2850,2400
Books/Paris2022,Paris2022_P14,.png,2022,4,0,20672,23807,36873,40598,2850,2400
Books/Paris2022,Paris2022_P15,.png,2022,4,0,13311,17535,9883,14901,2850,2400
Books/Paris2022,Paris2022_P15,.png,2022,4,0,52287,55230,25164,28661,2850,2400
Books/Paris2022,Paris2022_P16,.png,2022,4,0,41983,43839,22123,24328,2850,2400
Books/Paris2022,Paris2022_P17,.png,2022,4,0,20166,21913,30419,32986,2850,2400
Books/Paris2022,Paris2022_P22,.png,2022,4,0,14399,16063,18474,20450,2850,2400
Books/Paris2022,Paris2022_P22,.png,2022,4,0,17775,19131,41232,43252,2850,2400
Books/Paris2022,Paris2022_P23,.png,2022,4,0,38783,40319,20983,22808,2850,2400
Books/Paris2022,Paris2022_P23,.png,2022,4,0,12989,14582,48728,51015,2850,2400
Books/Paris2022,Paris2022_P25,.png,2022,4,0,48831,50751,17257,19538,2850,2400
Books/Paris2022,Paris2022_P26,.png,2022,4,0,17599,23039,47516,53978,2850,2400
Books/Paris2022,Paris2022_P26,.png,2022,4,0,50657,52358,36644,39020,2850,2400
Books/Paris2022,Paris2022_P27,.png,2022,4,0,30271,34175,37861,42499,2850,2400
Books/Paris2022,Paris2022_P28,.png,2022,4,0,32767,54463,12316,38089,2850,2400
Books/RobinRobert,RobinRobert_P05,.png,0,0,0,6675,9690,4431,8392,913,695
Books/RobinRobert,RobinRobert_P09,.png,0,0,0,37468,38689,51471,53065,913,699
Books/RobinRobert,RobinRobert_P21,.png,0,0,0,44025,45608,7826,9900,911,695
Books/RobinRobert,RobinRobert_P24,.png,0,0,0,54861,57637,42537,46182,921,701
Books/RobinRobert,RobinRobert_P28,.png,0,0,0,56498,59202,24867,28420,921,701
Books/RobinRobert,RobinRobert_P31,.png,0,0,0,18744,20590,7449,9900,923,695
Books/RobinRobert,RobinRobert_P33,.png,0,0,0,32302,34232,9590,12129,917,697
Books/ShaneJamie,ShaneJamie_P11,.png,0,0,0,14644,19680,40382,47606,915,697
Books/ShaneJamie,ShaneJamie_P21,.png,0,0,0,43713,45782,25198,27925,919,697
Books/ShaneJamie,ShaneJamie_P27,.png,0,0,0,32231,34160,22317,24871,917,693
Books/ShaneJamie,ShaneJamie_P37,.png,0,0,0,37181,40555,38471,42904,913,695
Books/Trips2011,Trips2011_P06,.png,0,0,0,59234,60871,31861,33769,801,687
Books/Trips2011,Trips2011_P08,.png,0,0,0,9385,11018,32910,34818,803,687
Books/Year2018,Year2018_Front,.png,0,0,0,43500,46193,34062,37708,925,683
Books/Year2018,Year2018_P08,.png,0,0,0,49115,54395,50345,57319,906,686
Books/Year2018,Year2018_P08,.png,0,0,0,53310,55842,3247,6591,906,686
Books/Year2018,Year2018_P10,.png,0,0,0,46131,48441,43690,47606,907,688
Books/Year2018,Year2018_P12,.png,0,0,0,24056,26243,39577,42959,899,688
Books/Year2018,Year2018_P16,.png,0,0,0,41471,42788,9225,10954,896,682
Books/Year2018,Year2018_P18,.png,0,0,0,44785,47488,10287,13812,897,688
Books/Year2018,Year2018_P22,.png,0,0,0,37604,39786,47357,50227,901,685
Books/Year2018,Year2018_P25,.png,0,0,0,54551,56213,10140,12341,907,685
Books/Year2018,Year2018_P26,.png,0,0,0,11406,12896,39045,41518,902,689
Books/Year2018,Year2018_P33,.png,0,0,0,33845,37007,47463,51648,912,689
Books/Year2019,Year2019_P09,.png,2019,0,0,30920,34107,4714,8863,905,695
Books/Year2019,Year2019_P13,.png,2019,0,0,49169,50987,43375,45733,901,695
Books/Year2019,Year2019_P18,.png,2019,0,0,36918,39175,32815,35763,900,689
Books/Year2019,Year2019_P27,.png,2019,0,0,17326,19030,12204,14769,904,690
Books/Year2020,Year2020_P01,.png,0,0,0,25550,27931,26403,29538,908,690
Books/Year2020,Year2020_P02,.png,0,0,0,19270,21941,43658,47162,908,692
Books/Year2020,Year2020_P06,.png,0,0,0,33712,39015,37285,44229,902,689
Books/Year2020,Year2020_P06,.png,0,0,0,36836,38325,9559,12127,902,689
Books/Year2020,Year2020_P21,.png,0,0,0,6802,9679,35769,40469,910,684
Books/Year2020,Year2020_P22,.png,0,0,0,41921,47625,33855,41949,901,687
Books/Year2021,Year2021_P11,.png,2021,0,0,42239,45055,43791,47136,2850,2400
Books/Year2021,Year2021_P13,.png,2021,0,0,13695,16895,39990,43791,2850,2400
Books/Year2021,Year2021_P25,.png,2021,0,0,9535,12799,8590,12468,2850,2400
Books/Year2021,Year2021_P26,.png,2021,0,0,16831,18815,17866,20222,2850,2400
Books/Year2021,Year2021_P33,.png,2021,0,0,35135,38079,9883,13380,2850,2400
Books/Year2021,Year2021_P34,.png,2021,0,0,46847,49151,11328,14065,2850,2400
Books/Year2021,Year2021_P34,.png,2021,0,0,33825,34882,38747,40522,2850,2400
Books/Year2021,Year2021_P36,.png,2021,0,0,13695,17855,39685,44627,2850,2400
Jeanne_Photos/art,img20190120_00030858,.jpg,0,0,0,30801,32658,33555,35357,600,873
Jeanne_Photos/art,img20190120_00074259,.jpg,0,0,0,29381,31784,31689,34293,600,730
Jeanne_Photos/art,img20190126_11052306,.jpg,0,0,0,28097,33897,24029,33641,870,600
Jeanne_Photos/blort,1995-05-06_Aunts_and_Uncles,.jpg,1995,5,6,46459,51382,21845,30146,852,600
Jeanne_Photos/blort,2006-06-02_pic01,.jpg,2006,6,2,8805,21941,22500,46311,908,600
Jeanne_Photos/blort,2006-06-02_pic02,.jpg,2006,6,2,71,10505,11686,31675,917,600
Jeanne_Photos/blort,2006-06-02_pic03,.jpg,2006,6,2,12691,20076,109,12778,914,600
Jeanne_Photos/blort,img20190119_21581839,.jpg,0,0,0,21723,27992,23811,35170,899,600
Jeanne_Photos/blort,img20190120_00331774,.jpg,0,0,0,44434,55236,23592,43253,910,600
Jeanne_Photos/blort,img20190126_07142919,.jpg,0,0,0,19101,27331,11905,26323,868,600
Jeanne_Photos/blort,img20190126_11183830,.jpg,0,0,0,43604,48980,18677,26869,768,600
Jeanne_Photos/blort,img20190126_20160927,.jpg,0,0,0,45156,50067,27415,36153,894,600
Jeanne_Photos/byrnes,1979_img20190120_20465956x,.jpg,1979,0,0,7920,11989,23483,33204,1208,600
Jeanne_Photos/byrnes,img20190120_17135961,.jpg,0,0,0,38852,46108,24903,37027,840,600
Jeanne_Photos/carolyn,img20190126_20163691,.jpg,0,0,0,35164,45046,17038,34842,902,600
Jeanne_Photos/Costa_Rica,2006-08_img20190119_12034488,.jpg,2006,8,0,35576,40473,19441,27743,910,600
Jeanne_Photos/Costa_Rica,2006-08_img20190119_12054728,.jpg,2006,8,0,35935,43034,10778,15624,600,906
Jeanne_Photos/david,img20190119_21542969,.jpg,0,0,0,10362,18025,10594,24247,898,600
Jeanne_Photos/david,img20190119_21543420,.jpg,0,0,0,9102,19223,9174,27197,900,600
Jeanne_Photos/david,img20190120_00244016,.jpg,0,0,0,46339,53462,16711,29053,874,600
Jeanne_Photos/david,img20190120_08234110,.jpg,0,0,0,17905,30941,0,19988,915,600
Jeanne_Photos/david,img20190120_08272683,.jpg,0,0,0,41498,53114,3713,24357,897,600
Jeanne_Photos/david,img20190126_11215744,.jpg,0,0,0,37682,52209,13107,27081,600,755
Jeanne_Photos/day_program,img20190120_00384007,.jpg,0,0,0,22744,24931,24684,28507,899,600
Jeanne_Photos/Discovery_Cove,2005-01_img20190119_22322936,.jpg,2005,1,0,1794,16673,0,33095,1242,600
Jeanne_Photos/Discovery_Cove,2005-01_img20190119_22323727,.jpg,2005,1,0,15022,20465,17367,28070,903,600
Jeanne_Photos/Discovery_Cove,2005-01_img20190119_22324109,.jpg,2005,1,0,35876,46596,29600,45983,917,600
Jeanne_Photos/Discovery_Cove,2005-01_img20190119_22324519,.jpg,2005,1,0,31818,42765,24793,41177,898,600
Jeanne_Photos/Discovery_Cove,2005-01_img20190119_22335486,.jpg,2005,1,0,27658,33935,8628,19879,898,600
Jeanne_Photos/Discovery_Cove,2005-01_img20190119_22352995,.jpg,2005,1,0,54243,59409,22172,31347,888,600
Jeanne_Photos/Discovery_Cove,2005_Discovery_Cove_pose_1,.png,2005,1,0,53172,57927,19442,25995,827,600
Jeanne_Photos/Discovery_Cove,2005_Discovery_Cove_pose_2,.png,2005,1,0,50996,57184,20125,30858,831,600
Jeanne_Photos/Discovery_Cove,Mom_hanging_onto_a_dolphin,.png,0,0,0,29855,36651,23374,32549,810,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_01,.jpg,2001,6,11,25858,28560,23374,27961,849,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_02,.jpg,2001,6,11,31758,36883,21953,30582,844,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_03,.jpg,2001,6,11,51830,61707,14090,31020,856,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_05,.jpg,2001,6,11,33037,40988,28617,42051,849,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_06,.jpg,2001,6,11,26183,32148,19879,29927,846,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_07,.jpg,2001,6,11,10230,20229,35061,51991,852,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_13,.jpg,2001,6,11,13694,23074,19713,36585,852,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_14,.jpg,2001,6,11,3941,9969,12233,22391,848,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_15,.jpg,2001,6,11,51819,58677,8519,20097,841,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_16,.jpg,2001,6,11,32651,36896,25012,32111,849,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_17,.jpg,2001,6,11,39944,43689,26104,32440,840,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_18,.jpg,2001,6,11,44891,49419,18786,26541,854,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_21,.jpg,2001,6,11,30041,32303,24534,28121,843,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_22,.jpg,2001,6,11,36304,46644,21735,39211,843,600
Jeanne_Photos/fiftieth,2001-06-11_Fiftieth_24,.jpg,2001,6,11,32517,37674,22828,31129,788,600
Jeanne_Photos/fiftieth,2001-06_img20190120_01125099,.jpg,2001,6,0,29381,42598,10717,21217,600,905
Jeanne_Photos/fiftieth,2001-06_img20190120_01130005,.jpg,2001,6,0,25776,37573,24520,33935,600,898
Jeanne_Photos/fiftieth,2001-06_img20190120_01130908,.jpg,2001,6,0,36153,44891,21746,28823,600,889
Jeanne_Photos/fiftieth,2001-06_img20190120_01140473,.jpg,2001,6,0,13433,24863,19769,40085,883,600
Jeanne_Photos/fiftieth,2001-06_img20190120_01140873,.jpg,2001,6,0,34991,39365,26323,33969,884,600
Jeanne_Photos/fiftieth,2001-06_img20190120_01141276,.jpg,2001,6,0,11281,19445,42925,57343,883,600
Jeanne_Photos/fiftieth,2001-06_img20190120_01142878,.jpg,2001,6,0,31780,36749,49915,58872,897,600
Jeanne_Photos/fiftieth,2001-06_img20190120_01143285,.jpg,2001,6,0,31903,37304,38665,48605,910,600
Jeanne_Photos/fiftieth,2001-06_img20190120_01143681,.jpg,2001,6,0,28575,32730,25886,33313,899,600
Jeanne_Photos/fiftieth,2001-06_img20190120_01144479,.jpg,2001,6,0,12714,15621,35607,40959,902,600
Jeanne_Photos/fiftieth,2001-06_img20190120_01145270,.jpg,2001,6,0,38805,46463,23811,37355,890,600
Jeanne_Photos/fiftieth,2001-06_img20190120_01145668,.jpg,2001,6,0,32547,40171,18677,32439,894,600
Jeanne_Photos/fiftieth,2001-06_img20190120_01150851,.jpg,2001,6,0,33322,50502,7973,38337,885,600
