Directory,Photo,Suffix,Year,Month,Day,Left,Right,Top,Bottom,Width,Height
Books/Antarctica2019,Antarctica2019_P06,.png,2019,12,0,46426,48959,37045,40048,854,720
Books/Antarctica2019,Antarctica2019_P06,.png,2019,12,0,44585,46810,8009,10649,854,720
Books/Antarctica2019,Antarctica2019_P07,.png,2019,12,0,33151,34997,14167,16360,852,717
Books/Antarctica2019,Antarctica2019_P08,.png,2019,12,0,43793,46733,15793,19242,847,722
Books/Antarctica2019,Antarctica2019_P09,.png,2019,12,0,55470,59388,17749,22391,853,720
Books/Antarctica2019,Antarctica2019_P11,.png,2019,12,0,14571,17655,43204,46849,850,719
Books/Antarctica2019,Antarctica2019_P16,.png,2019,12,0,31457,33847,45637,48467,850,718
Books/Antarctica2019,Antarctica2019_P16,.png,2019,12,0,10485,11950,30029,31763,850,718
Books/Antarctica2019,Antarctica2019_P18,.png,2019,12,0,17424,20045,17864,20963,850,719
Books/Antarctica2019,Antarctica2019_P19,.png,2019,12,0,15496,17501,52464,54858,850,712
Books/Antarctica2019,Antarctica2019_P19,.png,2019,12,0,51502,53198,11597,13622,850,712
Books/Antarctica2019,Antarctica2019_P20,.png,2019,12,0,45045,47271,10587,13234,854,718
Books/Antarctica2019,Antarctica2019_P20,.png,2019,12,0,49649,55021,53030,59419,854,718
Books/Antarctica2019,Antarctica2019_P21,.png,2019,12,0,20785,23809,43659,47244,845,713
Books/Antarctica2019,Antarctica2019_P23,.png,2019,12,0,51486,58201,18632,26618,849,714
Books/Antarctica2019,Antarctica2019_P25,.png,2019,12,0,54987,61114,35414,42624,845,718
Books/Antarctica2019,Antarctica2019_P25,.png,2019,12,0,46999,48317,7940,9492,845,718
Books/Antarctica2019,Antarctica2019_P25,.png,2019,12,0,45603,47775,53213,55768,845,718
Books/Antarctica2019,Antarctica2019_P26,.png,2020,1,0,49535,52228,54355,57536,852,721
Books/Antarctica2019,Antarctica2019_P26,.png,2020,1,0,46074,47997,14634,16906,852,721
Books/Antarctica2019,Antarctica2019_P27,.png,2020,1,0,11218,13540,36622,39376,847,714
Books/Antarctica2019,Antarctica2019_P27,.png,2020,1,0,12998,14391,10280,11932,847,714
Books/Antarctica2019,Antarctica2019_P28,.png,2020,1,0,55658,57955,12395,15130,856,719
Books/Antarctica2019,Antarctica2019_P29,.png,2020,1,0,42459,45997,11666,15859,852,719
Books/Antarctica2019,Antarctica2019_P30,.png,2020,1,0,7837,9296,42383,44115,853,719
Books/Antarctica2019,Antarctica2019_P30,.png,2020,1,0,11908,13214,19505,21055,853,719
Books/Antarctica2019,Antarctica2019_P31,.png,2020,1,0,53724,56271,11581,14614,849,713
Books/Antarctica2019,Antarctica2019_P33,.png,2020,1,0,48743,53096,36182,41351,843,710
Books/Antarctica2019,Antarctica2019_P34,.png,2020,1,0,7359,10690,24096,28021,846,718
Books/Antarctica2019,Antarctica2019_P34,.png,2020,1,0,50894,53141,10770,13417,846,718
Books/Antarctica2019,Antarctica2019_P35,.png,2020,1,0,10857,15433,16200,21600,845,716
Books/Antarctica2019,Antarctica2019_P35,.png,2020,1,0,47542,51264,11623,16017,845,716
Books/Antarctica2019,Antarctica2019_ZBack,.png,2020,1,0,25932,30883,7281,13159,887,747
Books/ArtOHara,ArtOHara_P21,.png,0,0,0,55081,58686,12039,15644,909,909
Books/ArtOHara,ArtOHara_P24,.png,0,0,0,23338,25722,11403,13785,907,908
Books/Banff2010,Banff2010_Front,.png,2010,8,0,29801,32941,31422,35327,939,755
Books/Banff2010,Banff2010_P01,.png,2010,8,0,9385,12976,35065,39460,803,656
Books/Banff2010,Banff2010_P02,.png,2010,8,0,10682,13789,36103,39851,865,717
Books/Banff2010,Banff2010_P02,.png,2010,8,0,12425,24774,9779,24678,865,717
Books/Banff2010,Banff2010_P02,.png,2010,8,0,53109,54549,46066,47803,865,717
Books/Banff2010,Banff2010_P04,.png,2010,8,0,51140,52276,46254,47645,865,707
Books/Banff2010,Banff2010_P06,.png,2010,8,0,41482,48561,46318,54748,861,723
Books/Banff2010,Banff2010_P06,.png,2010,8,0,9743,10960,10605,12055,861,723
Books/Banff2010,Banff2010_P06,.png,2010,8,0,32425,33795,12418,14050,861,723
Books/Banff2010,Banff2010_P07,.png,2010,8,0,14987,20340,40578,47048,857,709
Books/Banff2010,Banff2010_P10,.png,2010,8,0,12970,15945,42056,45661,859,709
Books/Banff2010,Banff2010_P11,.png,2010,8,0,16016,18105,10183,12729,847,695
Books/Banff2010,Banff2010_P12,.png,2010,8,0,9635,12693,36510,40208,857,709
Books/Banff2010,Banff2010_P12,.png,2010,8,0,48252,50241,11831,14234,857,709
Books/Banff2010,Banff2010_P13,.png,2010,8,0,54144,55814,48442,50453,863,717
Books/Banff2010,Banff2010_P13,.png,2010,8,0,7745,9492,44146,46249,863,717
Books/Banff2010,Banff2010_P15,.png,2010,8,0,45593,48485,10876,14350,861,717
Books/Banff2010,Banff2010_P16,.png,2010,8,0,32654,34080,46409,48131,873,723
Books/Banff2010,Banff2010_P16,.png,2010,8,0,19592,21244,11873,13868,873,723
Books/Banff2010,Banff2010_P18,.png,2010,8,0,45806,47717,42241,44552,857,709
Books/Banff2010,Banff2010_P19,.png,2010,8,0,49247,51014,48022,50142,853,711
Books/Banff2010,Banff2010_ZBack,.png,2010,8,0,21596,24734,18916,22681,877,731
Books/BobRita60,BobRita60_P21,.png,0,0,0,46298,49558,26761,30976,804,622
Books/Caribbean2020,Caribbean2020_Front,.png,2020,3,0,38187,41020,15713,19545,925,684
Books/Caribbean2020,Caribbean2020_P02,.png,2020,3,0,21240,27620,12708,21054,904,691
Books/Caribbean2020,Caribbean2020_P05,.png,2020,3,0,32291,36246,46919,52047,895,690
Books/Caribbean2020,Caribbean2020_P06,.png,2020,3,0,18011,20760,20826,24456,906,686
Books/Caribbean2020,Caribbean2020_P07,.png,2020,3,0,31412,33389,36917,39492,895,687
Books/Caribbean2020,Caribbean2020_P08,.png,2020,3,0,52909,55390,27553,30806,898,685
Books/Caribbean2020,Caribbean2020_P08,.png,2020,3,0,11968,13938,45922,48505,898,685
Books/Caribbean2020,Caribbean2020_P13,.png,2020,3,0,36637,38406,50120,52447,889,676
Books/Caribbean2020,Caribbean2020_P14,.png,2020,3,0,43859,46987,6601,10715,901,685
Books/Caribbean2020,Caribbean2020_P14,.png,2020,3,0,24366,26257,40564,43052,901,685
Books/Caribbean2020,Caribbean2020_P15,.png,2020,3,0,52442,58261,43946,51656,901,680
Books/China2005,China2005_Front,.png,0,0,0,35264,36724,37502,39283,853,699
Books/China2005,China2005_P01,.png,0,0,0,22973,26625,21477,25804,987,833
Books/China2005,China2005_P04,.png,0,0,0,17582,19409,44087,46287,861,715
Books/China2005,China2005_P08,.png,0,0,0,12923,16593,6471,10846,857,719
Books/China2005,China2005_P08,.png,0,0,0,44505,47029,14401,17409,857,719
Books/China2005,China2005_P10,.png,0,0,0,21285,24337,8596,12293,859,709
Books/China2005,China2005_P10,.png,0,0,0,48216,49666,44275,46031,859,709
Books/China2005,China2005_P10,.png,0,0,0,50428,51725,11738,13310,859,709
Books/China2005,China2005_P12,.png,0,0,0,48244,51409,13984,17731,849,717
Books/China2005,China2005_P13,.png,0,0,0,19437,23970,6526,11874,853,723
Books/China2005,China2005_P13,.png,0,0,0,11524,13444,44868,47134,853,723
Books/China2005,China2005_P14,.png,0,0,0,15264,16782,41453,43291,863,713
Books/China2005,China2005_P14,.png,0,0,0,18984,21186,12683,15349,863,713
Books/China2005,China2005_P14,.png,0,0,0,45563,48373,42189,45589,863,713
Books/China2005,China2005_P15,.png,0,0,0,45021,47557,11797,14839,853,711
Books/China2005,China2005_P19,.png,0,0,0,17439,21972,10189,15705,853,701
Books/China2005,China2005_P19,.png,0,0,0,52474,54779,15238,18043,853,701
Books/China2005,China2005_P19,.png,0,0,0,13521,15288,48520,50670,853,701
Books/China2005,China2005_P20,.png,0,0,0,13675,16287,18198,21324,853,713
Books/China2005,China2005_P20,.png,0,0,0,12676,16133,47243,51379,853,713
Books/China2005,China2005_P23,.png,0,0,0,47717,50852,14788,18578,857,709
Books/China2005,China2005_P23,.png,0,0,0,14453,16288,17192,19411,857,709
Books/China2005,China2005_P23,.png,0,0,0,46723,48864,53149,55737,857,709
Books/China2005,China2005_P24,.png,0,0,0,18174,22949,41587,47254,851,717
Books/China2005,China2005_P24,.png,0,0,0,24566,27184,14989,18097,851,717
Books/China2005,China2005_P28,.png,0,0,0,43690,49170,5019,11712,861,705
Books/China2005,China2005_ZBack,.png,0,0,0,33059,39487,35158,42377,785,699
Books/DaisyAndSteve,DaisyAndSteve_Front,.png,0,0,0,25768,31061,25570,32767,941,692
Books/DaisyAndSteve,DaisyAndSteve_P01,.png,0,0,0,42216,45496,7375,11726,919,693
Books/DaisyAndSteve,DaisyAndSteve_P02,.png,0,0,0,13789,16942,15752,20452,916,691
Books/DaisyAndSteve,DaisyAndSteve_P03,.png,0,0,0,4047,10704,9660,20191,921,691
Books/DaisyAndSteve,DaisyAndSteve_P04,.png,0,0,0,12550,18183,45733,53182,919,695
Books/DaisyAndSteve,DaisyAndSteve_P04,.png,0,0,0,50796,56388,13577,23237,919,695
Books/DaisyAndSteve,DaisyAndSteve_P05,.png,0,0,0,24896,31219,29852,38903,918,695
Books/DaisyAndSteve,DaisyAndSteve_P06,.png,0,0,0,48583,52413,32156,37233,924,697
Books/DaisyAndSteve,DaisyAndSteve_P06,.png,0,0,0,16383,19787,39019,43533,924,697
Books/DaisyAndSteve,DaisyAndSteve_P07,.png,0,0,0,43405,46251,8367,12128,921,697
Books/DaisyAndSteve,DaisyAndSteve_P08,.png,0,0,0,52914,55938,14447,20191,920,695
Books/DaisyAndSteve,DaisyAndSteve_P09,.png,0,0,0,39321,44261,35769,43864,918,695
Books/DaisyAndSteve,DaisyAndSteve_P11,.png,0,0,0,27383,31733,16266,22002,919,697
Books/DaisyAndSteve,DaisyAndSteve_P13,.png,0,0,0,29621,36961,23411,35160,920,693
Books/DaisyAndSteve,DaisyAndSteve_P14,.png,0,0,0,49329,55655,20237,28654,922,693
Books/DaisyAndSteve,DaisyAndSteve_P15,.png,0,0,0,7237,14475,16622,28111,917,693
Books/DaisyAndSteve,DaisyAndSteve_P16,.png,0,0,0,21647,29148,45256,54394,923,698
Books/DaisyAndSteve,DaisyAndSteve_P17,.png,0,0,0,10815,14611,12675,17651,915,698
Books/DaisyAndSteve,DaisyAndSteve_P17,.png,0,0,0,29723,34092,45630,51357,915,698
Books/DaisyAndSteve,DaisyAndSteve_P18,.png,0,0,0,15544,24699,25500,40208,920,696
Books/DaisyAndSteve,DaisyAndSteve_P19,.png,0,0,0,39255,46267,15927,27589,924,696
Books/DaisyAndSteve,DaisyAndSteve_P21,.png,0,0,0,53655,61178,34900,45953,919,697
Books/DaisyAndSteve,DaisyAndSteve_P22,.png,0,0,0,27436,31416,19275,24540,922,697
Books/DaisyAndSteve,DaisyAndSteve_P23,.png,0,0,0,24121,27964,19913,24961,921,701
Books/DaisyAndSteve,DaisyAndSteve_P24,.png,0,0,0,27371,30587,24610,28854,917,695
Books/DaisyAndSteve,DaisyAndSteve_P25,.png,0,0,0,17603,20570,46822,51783,917,695
Books/DaisyAndSteve,DaisyAndSteve_P26,.png,0,0,0,24252,31740,10705,20887,921,701
Books/DaisyAndSteve,DaisyAndSteve_P27,.png,0,0,0,8985,12336,8974,13368,919,701
Books/DaisyAndSteve,DaisyAndSteve_P28,.png,0,0,0,8597,14350,5918,14621,921,700
Books/DaisyAndSteve,DaisyAndSteve_P29,.png,0,0,0,41030,44235,26588,30801,920,700
Books/DaisyAndSteve,DaisyAndSteve_P32,.png,0,0,0,50131,53625,40001,44635,919,693
Books/DaisyAndSteve,DaisyAndSteve_P34,.png,0,0,0,7915,12479,40452,46487,919,695
Books/DaisyAndSteve,DaisyAndSteve_ZBack,.png,0,0,0,25401,33456,22728,33240,903,692
Books/Fall2014,Fall2014_P08,.png,0,0,0,26496,28759,19059,21757,817,885
Books/Fall2014,Fall2014_P14,.png,0,0,0,7088,18099,20921,31564,869,899
Books/Fall2014,Fall2014_P15,.png,0,0,0,9139,16950,10351,17641,839,899
Books/Fall2014,Fall2014_P15,.png,0,0,0,14542,16127,46909,48824,839,899
Books/Fall2014,Fall2014_P16,.png,0,0,0,47120,49286,42521,44567,847,897
Books/Fall2014,Fall2014_P16,.png,0,0,0,20581,23057,14685,17023,847,897
Books/Fall2014,Fall2014_P26,.png,0,0,0,20711,25322,9709,14195,867,891
Books/Fall2014,Fall2014_P26,.png,0,0,0,43463,48528,43321,48250,867,891
Books/Fall2014,Fall2014_ZBack,.png,0,0,0,9116,12623,23336,26690,841,879
Books/Family2011,Family2011_P01,.png,0,0,0,52102,53899,49475,51570,766,657
Books/Family2011,Family2011_P01,.png,0,0,0,7015,10522,10374,14463,766,657
Books/Family2011,Family2011_P02,.png,0,0,0,7291,10293,50804,54312,764,654
Books/Family2011,Family2011_P02,.png,0,0,0,18613,22473,10521,15030,764,654
Books/Family2011,Family2011_P02,.png,0,0,0,42460,46149,9920,14229,764,654
Books/Family2011,Family2011_P02,.png,0,0,0,6347,10979,23247,28658,764,654
Books/Family2011,Family2011_P02,.png,0,0,0,19042,23760,36474,41986,764,654
Books/Family2011,Family2011_P02,.png,0,0,0,9264,11923,37076,40182,764,654
Books/Family2011,Family2011_P02,.png,0,0,0,54812,59016,23749,28659,764,654
Books/Family2011,Family2011_P02,.png,0,0,0,43490,45720,52307,54913,764,654
Books/Family2011,Family2011_P04,.png,0,0,0,54388,56109,7832,10704,763,656
Books/Family2011,Family2011_P06,.png,0,0,0,10379,14324,29370,33966,764,656
Books/Family2011,Family2011_P06,.png,0,0,0,47692,50866,11588,15284,764,656
Books/Family2011,Family2011_P06,.png,0,0,0,31652,33367,51149,53147,764,656
Books/Family2011,Family2011_P06,.png,0,0,0,53954,55756,48252,50350,764,656
Books/Family2011,Family2011_P06,.png,0,0,0,9778,11408,49051,50949,764,656
Books/Family2011,Family2011_P07,.png,0,0,0,33537,35505,25236,27530,766,657
Books/Family2011,Family2011_P08,.png,0,0,0,28698,30497,12787,14885,765,656
Books/Family2011,Family2011_P10,.png,0,0,0,11635,13517,11271,13466,766,657
Books/Family2011,Family2011_P10,.png,0,0,0,32596,34221,52368,54263,766,657
Books/Family2011,Family2011_P12,.png,0,0,0,26743,29392,31416,34518,767,655
Books/Family2011,Family2011_P17,.png,0,0,0,30325,32810,11189,14086,765,656
Books/Family2011,Family2011_P19,.png,0,0,0,10622,12849,13286,15884,765,656
Books/Family2011,Family2011_P24,.png,0,0,0,37878,39424,26174,27972,763,656
Books/Family2011,Family2011_P25,.png,0,0,0,27792,29250,26354,28057,764,654
Books/Germany1995,Germany1995_P01,.png,0,0,0,52179,57069,16474,21336,898,903
Books/Germany1995,Germany1995_P03,.png,0,0,0,9196,10934,44725,46459,905,907
Books/Germany1995,Germany1995_P03,.png,0,0,0,20203,22303,9609,11704,905,907
Books/Germany1995,Germany1995_P07,.png,0,0,0,42021,44415,9248,11633,903,907
Books/Germany1995,Germany1995_P12,.png,0,0,0,51788,53897,28884,30989,901,903
Books/Germany1995,Germany1995_P13,.png,0,0,0,20176,22570,16074,18475,903,901
Books/Germany1995,Germany1995_P13,.png,0,0,0,16837,22352,43495,49023,903,901
Books/Germany1995,Germany1995_P14,.png,0,0,0,13934,15821,12817,14699,903,905
Books/Germany1995,Germany1995_P14,.png,0,0,0,46302,47754,40914,42362,903,905
Books/Germany1995,Germany1995_P16,.png,0,0,0,34116,35334,13316,15666,905,905
Books/Germany1995,Germany1995_P17,.png,0,0,0,46259,50114,15347,19202,901,901
Books/Germany1995,Germany1995_P18,.png,0,0,0,14700,17886,41058,44245,905,905
Books/Germany1995,Germany1995_P18,.png,0,0,0,45952,47606,18102,20539,905,905
Books/Germany1995,Germany1995_P19,.png,0,0,0,22220,24477,10704,13228,903,901
Books/Germany1995,Germany1995_P20,.png,0,0,0,13925,17232,49434,53437,903,903
Books/Germany1995,Germany1995_P21,.png,0,0,0,42093,43617,43955,45476,903,905
Books/Germany1995,Germany1995_P21,.png,0,0,0,25546,26635,43919,45331,903,905
Books/Germany1995,Germany1995_P22,.png,0,0,0,22013,23860,12010,13897,905,903
Books/Germany1995,Germany1995_P25,.png,0,0,0,18755,20203,48879,50328,905,905
Books/Germany1995,Germany1995_P25,.png,0,0,0,48915,50219,20819,22738,905,905
Books/Germany1995,Germany1995_P26,.png,0,0,0,45169,46442,41167,42579,901,905
Books/Germany1995,Germany1995_P27,.png,0,0,0,54187,56297,41948,44053,901,903
Books/Germany1995,Germany1995_P30,.png,0,0,0,49187,50979,14907,16912,896,899
Books/Germany1995,Germany1995_P31,.png,0,0,0,41916,45415,36069,39553,899,903
Books/Germany1995,Germany1995_P35,.png,0,0,0,38886,40479,13396,14989,905,905
Books/Germany1995,Germany1995_P38,.png,0,0,0,54770,56661,19652,21531,901,907
Books/Germany1995,Germany1995_P39,.png,0,0,0,17708,19885,8183,10355,903,905
Books/Germany1995,Germany1995_ZBack,.png,0,0,0,43665,48393,27373,32070,887,893
Books/Gisela2015,Gisela2015_P03,.png,0,0,0,43321,46639,20408,24490,711,578
Books/Gisela2015,Gisela2015_P04,.png,0,0,0,20860,24737,21315,26077,710,578
Books/Gisela2015,Gisela2015_P06,.png,0,0,0,38766,41444,46827,50114,710,578
Books/Gisela2015,Gisela2015_P07,.png,0,0,0,37153,39934,12010,16362,710,582
Books/Gisela2015,Gisela2015_P10,.png,0,0,0,55672,58898,42444,46406,711,579
Books/Gisela2015,Gisela2015_P10,.png,0,0,0,10599,14747,29654,34747,711,579
Books/Gisela2015,Gisela2015_P11,.png,0,0,0,8781,12663,4180,8926,709,580
Books/Gisela2015,Gisela2015_P12,.png,0,0,0,21104,23048,17626,19999,708,580
Books/Gisela2015,Gisela2015_P12,.png,0,0,0,37858,43042,41016,47343,708,580
Books/Gisela2015,Gisela2015_P13,.png,0,0,0,10938,16266,34748,41200,701,579
Books/Gisela2015,Gisela2015_P14,.png,0,0,0,56358,60807,2150,7583,707,579
Books/Gisela2015,Gisela2015_P16,.png,0,0,0,14182,16870,19468,22750,707,579
Books/Gisela2015,Gisela2015_P17,.png,0,0,0,18486,20889,10317,13265,709,578
Books/Gisela2015,Gisela2015_P18,.png,0,0,0,50979,54817,16535,21496,716,596
Books/GiselaJohnson,GiselaJohnson_P11,.png,0,0,0,22193,24136,44007,45910,877,895
Books/GiselaJohnson,GiselaJohnson_P20,.png,0,0,0,56467,61554,9914,14944,889,899
Books/GiselaJohnson,GiselaJohnson_P20,.png,0,0,0,8846,12679,40968,44759,889,899
Books/GiselaJohnson,GiselaJohnson_P20,.png,0,0,0,33246,41577,42353,50591,889,899
Books/GiselaJohnson,GiselaJohnson_P21,.png,0,0,0,35016,38259,8127,11321,889,903
Books/GiselaJohnson,GiselaJohnson_P21,.png,0,0,0,57499,61185,18143,21772,889,903
Books/GiselaJohnson,GiselaJohnson_P21,.png,0,0,0,8477,10910,7330,9724,889,903
Books/GiselaJohnson,GiselaJohnson_P21,.png,0,0,0,18577,24695,39408,45432,889,903
Books/GiselaJohnson,GiselaJohnson_P22,.png,0,0,0,13450,15916,38138,40517,877,909
Books/GiselaJohnson,GiselaJohnson_P26,.png,0,0,0,47409,52578,5358,10355,875,905
Books/GiselaJohnson,GiselaJohnson_P27,.png,0,0,0,12823,15507,8401,11031,879,897
Books/GiselaJohnson,GiselaJohnson_P32,.png,0,0,0,9766,11705,9725,11611,879,903
Books/GiselaJohnson,GiselaJohnson_P32,.png,0,0,0,58825,60987,39189,41294,879,903
Books/GiselaJohnson,GiselaJohnson_P33,.png,0,0,0,13181,15278,6766,8826,875,891
Books/GiselaJohnson,GiselaJohnson_P34,.png,0,0,0,40544,43419,51757,54600,889,899
Books/GiselaJohnson,GiselaJohnson_P34,.png,0,0,0,11500,14153,30690,33314,889,899
Books/GiselaJohnson,GiselaJohnson_P34,.png,0,0,0,30003,35384,5904,11226,889,899
Books/GiselaJohnson,GiselaJohnson_P36,.png,0,0,0,16990,20300,7653,10934,891,899
Books/GiselaJohnson,GiselaJohnson_P40,.png,0,0,0,34589,38383,43345,47105,881,889
Books/GiselaJohnson,GiselaJohnson_P41,.png,0,0,0,4164,8329,43205,47351,897,901
Books/GiselaJohnson,GiselaJohnson_P41,.png,0,0,0,37187,40256,28294,31348,897,901
Books/GiselaJohnson,GiselaJohnson_P42,.png,0,0,0,31609,34299,49935,52559,877,899
Books/GiselaJohnson,GiselaJohnson_P43,.png,0,0,0,17132,19514,51970,54256,853,889
Books/GiselaJohnson,GiselaJohnson_P44,.png,0,0,0,55293,58039,37490,40199,883,895
Books/GiselaJohnson,GiselaJohnson_P45,.png,0,0,0,38234,40656,11296,13686,893,905
Books/GiselaJohnson,GiselaJohnson_P46,.png,0,0,0,52940,55503,9019,11565,895,901
Books/GiselaJohnson,GiselaJohnson_P46,.png,0,0,0,4393,7249,35349,38186,895,901
Books/GiselaJohnson,GiselaJohnson_P47,.png,0,0,0,59881,62633,12192,14877,881,903
Books/GiselaJohnson,GiselaJohnson_P47,.png,0,0,0,25812,28267,9942,12337,881,903
Books/GiselaJohnson,GiselaJohnson_P47,.png,0,0,0,19489,21795,39480,41730,881,903
Books/GiselaJohnson,GiselaJohnson_P48,.png,0,0,0,37385,40858,52745,56141,887,907
Books/GiselaJohnson,GiselaJohnson_P50,.png,0,0,0,19786,21795,37187,39160,881,897
Books/GiselaJohnson,GiselaJohnson_ZBack,.png,0,0,0,18532,23580,13792,18564,831,879
Books/Hawaii2001,Hawaii2001_Front,.png,2001,6,0,37396,38915,32991,34880,906,729
Books/Hawaii2001,Hawaii2001_P02,.png,2001,6,0,16262,19822,46334,50645,810,669
Books/Hawaii2001,Hawaii2001_P03,.png,2001,6,0,8463,11688,3608,7509,813,672
Books/Hawaii2001,Hawaii2001_P04,.png,2001,6,0,39627,41726,46600,49151,812,668
Books/Hawaii2001,Hawaii2001_P04,.png,2001,6,0,46488,47900,10693,12361,812,668
Books/Hawaii2001,Hawaii2001_P05,.png,2001,6,0,23801,26735,43917,47422,804,673
Books/Hawaii2001,Hawaii2001_P05,.png,2001,6,0,21763,23801,11490,13925,804,673
Books/Hawaii2001,Hawaii2001_P06,.png,2001,6,0,48866,53420,10608,16160,806,661
Books/Hawaii2001,Hawaii2001_P06,.png,2001,6,0,19351,22034,12888,16160,806,661
Books/Hawaii2001,Hawaii2001_P07,.png,2001,6,0,54490,57007,13681,16755,807,661
Books/Hawaii2001,Hawaii2001_P07,.png,2001,6,0,13805,15754,43723,46102,807,661
Books/Hawaii2001,Hawaii2001_P08,.png,2001,6,0,12897,14831,46670,49028,813,667
Books/Hawaii2001,Hawaii2001_P08,.png,2001,6,0,44818,47398,45196,48340,813,667
Books/Hawaii2001,Hawaii2001_P11,.png,2001,6,0,33894,36631,8241,11576,814,668
Books/Hawaii2001,Hawaii2001_P12,.png,2001,6,0,52185,55097,14706,18259,810,664
Books/Hawaii2001,Hawaii2001_P13,.png,2001,6,0,46549,47728,14253,15869,806,669
Books/Hawaii2001,Hawaii2001_P15,.png,2001,6,0,47353,49373,10624,13107,811,660
Books/Hawaii2001,Hawaii2001_P18,.png,2001,6,0,17139,19084,46909,49695,805,666
Books/Hawaii2001,Hawaii2001_P19,.png,2001,6,0,48700,50795,47954,50478,807,670
Books/Hawaii2001,Hawaii2001_P21,.png,2001,6,0,41548,46020,41375,46754,806,670
Books/Hawaii2001,Hawaii2001_P24,.png,2001,6,0,14523,16598,17754,20452,814,669
Books/Hawaii2001,Hawaii2001_P25,.png,2001,6,0,9445,12569,15491,18537,804,671
Books/Hawaii2001,Hawaii2001_P26,.png,2001,6,0,13997,15332,44777,47001,810,663
Books/Hawaii2001,Hawaii2001_P27,.png,2001,6,0,44175,46683,13656,16702,810,667
Books/Hawaii2001,Hawaii2001_P28,.png,2001,6,0,54667,56396,11987,14050,796,667
Books/Hawaii2001,Hawaii2001_P28,.png,2001,6,0,10715,13048,43863,46649,796,667
Books/Hawaii2001,Hawaii2001_P29,.png,2001,6,0,48806,53272,38146,43526,807,670
Books/Hawaii2001,Hawaii2001_P29,.png,2001,6,0,13583,14595,13228,15491,807,670
Books/Hawaii2001,Hawaii2001_P30,.png,2001,6,0,9994,12123,26097,28628,800,673
Books/Hawaii2001,Hawaii2001_P32,.png,2001,6,0,49458,51099,12077,14057,799,662
Books/Hawaii2001,Hawaii2001_P33,.png,2001,6,0,44246,45915,14326,16656,805,661
Books/Hawaii2001,Hawaii2001_P34,.png,2001,6,0,10462,11915,40818,43777,878,733
